id,title,description,group
3998,Biden Taps Penny Pritzker to Drive Ukraine’s Economic Revival,The appointment of the former commerce secretary and Democratic Party fund-raiser reflects a growing focus on Ukraine’s postwar economic survival.,100
4000,Double blows of inquiry and son’s indictment create tough stretch for Biden ,"Hunter Biden is charged two days after Republicans launch an impeachment process, abruptly creating legal, political and personal challenges for the president",10
4001,Inside VP Biden’s linking of a loan to a Ukraine prosecutor’s ouster,"In December 2015, the then-vice president “called an audible” on linking the removal of a key Ukrainian figure to a loan guarantee, an official said.",122
4056,Special Counsel Seeking Gag Order on Trump in Election Case,"Prosecutors have asked Judge Tanya S. Chutkan to curb statements from the former president that could intimidate witnesses, influence potential jurors or lead to harassment of others in the case.",12
4057,"Facing Off in Washington, DeSantis Tries to Shake Trump’s Hold on Christian Right","During dueling appearances, Gov. Ron DeSantis cast himself as a warrior for the religious right, while the former president used familiar attack lines against his rival.",52
4058,"China Has Paused Its Spy Balloon Operations, U.S. Officials Say","Officials say they have detected no launches of balloons since the United States shot down one in February, though they believe China is likely to restart the program.",30
4059,Witness Testimony Casts Doubt on Some Biden Impeachment Allegations,"As Republicans announced they were moving forward with an impeachment inquiry, fresh evidence emerged this week casting doubt on some of the key claims.",10
4060,Battle Over Electric Vehicles Is Central to Auto Strike,"Carmakers are anxious to keep costs down as they ramp up electric vehicle manufacturing, while striking workers want to preserve jobs as the industry shifts to batteries.",85
4061,"If Biden Wins Election, Industry Pollution Will Be a Target for Climate Policies","If the president wins re-election, his climate team is likely to try to cut greenhouse gases from steel, cement and other hard-to-clean-up manufacturing.",4
4062,Special Counsel Obtained 32 Private Messages From Trump’s Twitter Account,Newly unsealed court papers shed additional light on a legal fight whose existence was revealed last month.,88
4063,Justice Ketanji Brown Jackson Calls on Nation to Remember Ugly Past Truths,"She was the keynote speaker at the 60th anniversary of the Ku Klux Klan bombing that killed four young girls at the Sixteenth Street Baptist Church in Birmingham, Ala.",46
4064,"U.A.W. Starts Strike Small, but Repercussions Could Prove Far-Reaching","The union targeted three factories: one run by General Motors, one by Ford and one by Stellantis. Prolonged walkouts could hurt the U.S. economy and President Biden.",85
4065,Biden’s Tough Week: The President Faces Personal and Political Setbacks,"In the past seven days, President Biden was targeted for impeachment and his son was indicted. That was just the start.",10
4066,"Dr. Brian Monahan, the Capitol Physician, Gets Pulled Into Politics","Dr. Brian P. Monahan has been thrust into the center of a political controversy as Senator Mitch McConnell, the minority leader, seeks to dismiss concerns about his age and health.",69
4067,The Gun Charges Against Hunter Biden Are Unusual. Here’s Why.,The heart of the federal case against the president’s son — that he lied about drug use on a federal form when he purchased a handgun — is not typically the basis for a stand-alone prosecution.,10
3981,Biden Administration Aims to Trump-Proof the Federal Work Force,"If Donald Trump wins a second term, he and his allies want to revive a plan to allow a president to fire civil service workers who are supposed to be hired on merit. The Biden administration is trying to thwart it.",53
4069,Biden Defends Striking Autoworkers: They Deserve a ‘Fair Share’,White House aides believe the battle between the car companies and their workers underscores many of the president’s policy positions.,85
4071,How Biden’s View on Presidential War Powers Has Shifted,"The president says he can direct limited military operations without lawmakers’ approval. Most G.O.P. presidential candidates, including Donald J. Trump, did not answer a survey on executive power.",84
4076,"Bashing boosters, DeSantis contrasts with Trump and worries health experts",DeSantis’s posture against the covid shots is at odds with the advice of leading public health officials and experts and shows how he is seeking to make his position a 2024 campaign issue.,38
4077,Speaker McCarthy steps into the breach as his conference toils,Speaker Kevin McCarthy has less than 2 weeks two get his conference united around a plan to keep the government open.,26
4078,Trump keeps distance from impeachment inquiry while assailing Biden,Trump has shown more interest in lobbying to expunge his own impeachments than in the Biden impeachment inquiry.,10
4082,Term limits would upend Congress as we know it,Americans broadly support term limits for Congress. Here’s how the proposal from Republicans Ted Cruz and Ralph Norman would change Capitol Hill.,64
4083,Boebert apologizes for vaping and disrupting ‘Beetlejuice’ musical ,Rep. Lauren Boebert (R-Colo.) said she’s “truly sorry” after she and a companion were booted for singing and “causing a disturbance” during a performance in Denver.,18
3999,Special counsel fights Trump bid to oust Judge Chutkan from Jan. 6 case,Prosecutors say veteran D.C. judge Tanya Chutkan’s statements in sentencing two Capitol attack defendants do not show she has prejudged Trump.,12
4085,Biden administration proposes new rule that would limit Trump purge,The measure is an attempt to thwart plans by the former president and his allies to replace career government officials with political loyalists if he’s reelected.,53
4079,A who’s who — and who says what — of the IRS-Hunter Biden dispute,Newly reported testimony from participants of a 2022 meeting about the Hunter Biden investigation undercuts key claims from IRS whistleblower Gary Shapley.,10
4087,"Lauch Faircloth, senator who battled D.C. during fiscal crisis, dies at 95","As federal overseers took over most of District finances in the 1990s, tensions grew between Mr. Faircloth and D.C. Mayor Marion Barry.",1
4080,Democrats’ weird answers on Kamala Harris,"Democrats can pretend otherwise, but comments from Nancy Pelosi, Jamie Raskin and Gavin Newsom about Harris’s political future are conspicuous.",31
4089,"The small, telling differences in how voters view Trump and Biden",The two likely 2024 candidates are viewed as similarly — but not equivalently — corrupt or mentally unfit.,112
